8,100000,38.06376542612731,151.84184149230163,19.506,1
16,100000,66.61158949572278,153.14170197093367,22.248,1
32,100000,112.1879402033226,153.14170197093367,23.802,1
64,100000,142.10472425754193,159.29400890453505,23.802,1
128,100000,157.89413806393551,163.80553002555362,21.956,1
256,100000,159.36978421406573,163.80553002555362,21.991,1
512,100000,159.36978421406573,163.80553002555362,22.138,1
1024,100000,161.6357053166354,163.80553002555362,22.037,1
2048,100000,162.79300153608625,163.80553002555362,22.423,1
4096,100000,163.47577625792724,163.80553002555362,22.182,1
8192,100000,163.52476510307497,163.80553002555362,22.259,1
16384,100000,163.69645752181228,163.80553002555362,22.217,1
32768,100000,163.78243900321488,163.80553002555362,22.253,1
65536,100000,163.78243900321488,163.80553002555362,22.453,1
131072,100000,163.78551144096232,163.80553002555362,22.406,1
262144,100000,163.79626588091548,163.80553002555362,22.307,1
524288,100000,163.8016436305258,163.80553002555362,17.213,1
1048576,100000,163.80394848845947,163.80553002555362,17.112,1
2097152,100000,163.8041405628818,163.80553002555362,17.143,1
4194304,100000,163.8048128269073,163.80553002555362,17.096,1
8388608,100000,163.80519698025648,163.80553002555362,17.221,1
